,source_url,access_datetime,content,word,word_count
12,https://kun.uz/uz/news/2022/11/30/parda-ortidagi-xususiylashtirish-yirik-aktivlar-qanday-qilib-ofshor-kompaniyalarga-otib-ketmoqda,2022-12-02 21:22:31.888040,"Oxirgi yillarda davlat korxonalarini xususiylashtirish zarurligi ko‘p bora ta’kidlandi. Chunki ular samarasiz, jamiyat uchun juda qimmatga tushadi va iqtisodiy o‘sishga salbiy ta’sir ko‘rsatadi. O‘zbekistonda 2021–2025 yillar oralig‘ida davlat ishtirokidagi korxonalar sonini 75 foizga qisqartirish maqsad qilingan. Ammo so‘nggi paytlarda bu mavzu markazidagi munozarali jihat sotuvlar shaffofligiga ishonch pastligi bilan bog‘liq holda kechmoqda.",jamiyat,3
13,https://kun.uz/uz/news/2022/11/30/parda-ortidagi-xususiylashtirish-yirik-aktivlar-qanday-qilib-ofshor-kompaniyalarga-otib-ketmoqda,2022-12-02 21:22:31.888040,"Oxirgi yillarda davlat korxonalarini xususiylashtirish zarurligi ko‘p bora ta’kidlandi. Chunki ular samarasiz, jamiyat uchun juda qimmatga tushadi va iqtisodiy o‘sishga salbiy ta’sir ko‘rsatadi. O‘zbekistonda 2021–2025 yillar oralig‘ida davlat ishtirokidagi korxonalar sonini 75 foizga qisqartirish maqsad qilingan. Ammo so‘nggi paytlarda bu mavzu markazidagi munozarali jihat sotuvlar shaffofligiga ishonch pastligi bilan bog‘liq holda kechmoqda.",uchun,12
14,https://kun.uz/uz/news/2022/11/30/parda-ortidagi-xususiylashtirish-yirik-aktivlar-qanday-qilib-ofshor-kompaniyalarga-otib-ketmoqda,2022-12-02 21:22:31.888040,"Oxirgi yillarda davlat korxonalarini xususiylashtirish zarurligi ko‘p bora ta’kidlandi. Chunki ular samarasiz, jamiyat uchun juda qimmatga tushadi va iqtisodiy o‘sishga salbiy ta’sir ko‘rsatadi. O‘zbekistonda 2021–2025 yillar oralig‘ida davlat ishtirokidagi korxonalar sonini 75 foizga qisqartirish maqsad qilingan. Ammo so‘nggi paytlarda bu mavzu markazidagi munozarali jihat sotuvlar shaffofligiga ishonch pastligi bilan bog‘liq holda kechmoqda.",juda,3
15,https://kun.uz/uz/news/2022/11/30/parda-ortidagi-xususiylashtirish-yirik-aktivlar-qanday-qilib-ofshor-kompaniyalarga-otib-ketmoqda,2022-12-02 21:22:31.903664,"Oxirgi yillarda davlat korxonalarini xususiylashtirish zarurligi ko‘p bora ta’kidlandi. Chunki ular samarasiz, jamiyat uchun juda qimmatga tushadi va iqtisodiy o‘sishga salbiy ta’sir ko‘rsatadi. O‘zbekistonda 2021–2025 yillar oralig‘ida davlat ishtirokidagi korxonalar sonini 75 foizga qisqartirish maqsad qilingan. Ammo so‘nggi paytlarda bu mavzu markazidagi munozarali jihat sotuvlar shaffofligiga ishonch pastligi bilan bog‘liq holda kechmoqda.",qimmatga,3
16,https://kun.uz/uz/news/2022/11/30/parda-ortidagi-xususiylashtirish-yirik-aktivlar-qanday-qilib-ofshor-kompaniyalarga-otib-ketmoqda,2022-12-02 21:22:31.910175,"Oxirgi yillarda davlat korxonalarini xususiylashtirish zarurligi ko‘p bora ta’kidlandi. Chunki ular samarasiz, jamiyat uchun juda qimmatga tushadi va iqtisodiy o‘sishga salbiy ta’sir ko‘rsatadi. O‘zbekistonda 2021–2025 yillar oralig‘ida davlat ishtirokidagi korxonalar sonini 75 foizga qisqartirish maqsad qilingan. Ammo so‘nggi paytlarda bu mavzu markazidagi munozarali jihat sotuvlar shaffofligiga ishonch pastligi bilan bog‘liq holda kechmoqda.",tushadi,1
17,https://kun.uz/uz/news/2022/11/30/parda-ortidagi-xususiylashtirish-yirik-aktivlar-qanday-qilib-ofshor-kompaniyalarga-otib-ketmoqda,2022-12-02 21:22:31.910175,"Oxirgi yillarda davlat korxonalarini xususiylashtirish zarurligi ko‘p bora ta’kidlandi. Chunki ular samarasiz, jamiyat uchun juda qimmatga tushadi va iqtisodiy o‘sishga salbiy ta’sir ko‘rsatadi. O‘zbekistonda 2021–2025 yillar oralig‘ida davlat ishtirokidagi korxonalar sonini 75 foizga qisqartirish maqsad qilingan. Ammo so‘nggi paytlarda bu mavzu markazidagi munozarali jihat sotuvlar shaffofligiga ishonch pastligi bilan bog‘liq holda kechmoqda.",va,38
18,https://kun.uz/uz/news/2022/11/30/parda-ortidagi-xususiylashtirish-yirik-aktivlar-qanday-qilib-ofshor-kompaniyalarga-otib-ketmoqda,2022-12-02 21:22:31.910175,"Oxirgi yillarda davlat korxonalarini xususiylashtirish zarurligi ko‘p bora ta’kidlandi. Chunki ular samarasiz, jamiyat uchun juda qimmatga tushadi va iqtisodiy o‘sishga salbiy ta’sir ko‘rsatadi. O‘zbekistonda 2021–2025 yillar oralig‘ida davlat ishtirokidagi korxonalar sonini 75 foizga qisqartirish maqsad qilingan. Ammo so‘nggi paytlarda bu mavzu markazidagi munozarali jihat sotuvlar shaffofligiga ishonch pastligi bilan bog‘liq holda kechmoqda.",iqtisodiy,1
19,https://kun.uz/uz/news/2022/11/30/parda-ortidagi-xususiylashtirish-yirik-aktivlar-qanday-qilib-ofshor-kompaniyalarga-otib-ketmoqda,2022-12-02 21:22:31.910175,"Oxirgi yillarda davlat korxonalarini xususiylashtirish zarurligi ko‘p bora ta’kidlandi. Chunki ular samarasiz, jamiyat uchun juda qimmatga tushadi va iqtisodiy o‘sishga salbiy ta’sir ko‘rsatadi. O‘zbekistonda 2021–2025 yillar oralig‘ida davlat ishtirokidagi korxonalar sonini 75 foizga qisqartirish maqsad qilingan. Ammo so‘nggi paytlarda bu mavzu markazidagi munozarali jihat sotuvlar shaffofligiga ishonch pastligi bilan bog‘liq holda kechmoqda.",o‘sishga,1
20,https://kun.uz/uz/news/2022/11/30/parda-ortidagi-xususiylashtirish-yirik-aktivlar-qanday-qilib-ofshor-kompaniyalarga-otib-ketmoqda,2022-12-02 21:22:31.925808,"Oxirgi yillarda davlat korxonalarini xususiylashtirish zarurligi ko‘p bora ta’kidlandi. Chunki ular samarasiz, jamiyat uchun juda qimmatga tushadi va iqtisodiy o‘sishga salbiy ta’sir ko‘rsatadi. O‘zbekistonda 2021–2025 yillar oralig‘ida davlat ishtirokidagi korxonalar sonini 75 foizga qisqartirish maqsad qilingan. Ammo so‘nggi paytlarda bu mavzu markazidagi munozarali jihat sotuvlar shaffofligiga ishonch pastligi bilan bog‘liq holda kechmoqda.",salbiy,1
21,https://kun.uz/uz/news/2022/11/30/parda-ortidagi-xususiylashtirish-yirik-aktivlar-qanday-qilib-ofshor-kompaniyalarga-otib-ketmoqda,2022-12-02 21:22:31.925808,"Oxirgi yillarda davlat korxonalarini xususiylashtirish zarurligi ko‘p bora ta’kidlandi. Chunki ular samarasiz, jamiyat uchun juda qimmatga tushadi va iqtisodiy o‘sishga salbiy ta’sir ko‘rsatadi. O‘zbekistonda 2021–2025 yillar oralig‘ida davlat ishtirokidagi korxonalar sonini 75 foizga qisqartirish maqsad qilingan. Ammo so‘nggi paytlarda bu mavzu markazidagi munozarali jihat sotuvlar shaffofligiga ishonch pastligi bilan bog‘liq holda kechmoqda.",ta’sir,1
22,https://kun.uz/uz/news/2022/11/30/parda-ortidagi-xususiylashtirish-yirik-aktivlar-qanday-qilib-ofshor-kompaniyalarga-otib-ketmoqda,2022-12-02 21:22:31.925808,"Oxirgi yillarda davlat korxonalarini xususiylashtirish zarurligi ko‘p bora ta’kidlandi. Chunki ular samarasiz, jamiyat uchun juda qimmatga tushadi va iqtisodiy o‘sishga salbiy ta’sir ko‘rsatadi. O‘zbekistonda 2021–2025 yillar oralig‘ida davlat ishtirokidagi korxonalar sonini 75 foizga qisqartirish maqsad qilingan. Ammo so‘nggi paytlarda bu mavzu markazidagi munozarali jihat sotuvlar shaffofligiga ishonch pastligi bilan bog‘liq holda kechmoqda.",ko‘rsatadi,1
23,https://kun.uz/uz/news/2022/11/30/parda-ortidagi-xususiylashtirish-yirik-aktivlar-qanday-qilib-ofshor-kompaniyalarga-otib-ketmoqda,2022-12-02 21:22:31.925808,"Oxirgi yillarda davlat korxonalarini xususiylashtirish zarurligi ko‘p bora ta’kidlandi. Chunki ular samarasiz, jamiyat uchun juda qimmatga tushadi va iqtisodiy o‘sishga salbiy ta’sir ko‘rsatadi. O‘zbekistonda 2021–2025 yillar oralig‘ida davlat ishtirokidagi korxonalar sonini 75 foizga qisqartirish maqsad qilingan. Ammo so‘nggi paytlarda bu mavzu markazidagi munozarali jihat sotuvlar shaffofligiga ishonch pastligi bilan bog‘liq holda kechmoqda.",O‘zbekistonda,6
24,https://kun.uz/uz/news/2022/11/30/parda-ortidagi-xususiylashtirish-yirik-aktivlar-qanday-qilib-ofshor-kompaniyalarga-otib-ketmoqda,2022-12-02 21:22:31.941432,"Oxirgi yillarda davlat korxonalarini xususiylashtirish zarurligi ko‘p bora ta’kidlandi. Chunki ular samarasiz, jamiyat uchun juda qimmatga tushadi va iqtisodiy o‘sishga salbiy ta’sir ko‘rsatadi. O‘zbekistonda 2021–2025 yillar oralig‘ida davlat ishtirokidagi korxonalar sonini 75 foizga qisqartirish maqsad qilingan. Ammo so‘nggi paytlarda bu mavzu markazidagi munozarali jihat sotuvlar shaffofligiga ishonch pastligi bilan bog‘liq holda kechmoqda.",yillar,2
25,https://kun.uz/uz/news/2022/11/30/parda-ortidagi-xususiylashtirish-yirik-aktivlar-qanday-qilib-ofshor-kompaniyalarga-otib-ketmoqda,2022-12-02 21:22:31.941432,"Oxirgi yillarda davlat korxonalarini xususiylashtirish zarurligi ko‘p bora ta’kidlandi. Chunki ular samarasiz, jamiyat uchun juda qimmatga tushadi va iqtisodiy o‘sishga salbiy ta’sir ko‘rsatadi. O‘zbekistonda 2021–2025 yillar oralig‘ida davlat ishtirokidagi korxonalar sonini 75 foizga qisqartirish maqsad qilingan. Ammo so‘nggi paytlarda bu mavzu markazidagi munozarali jihat sotuvlar shaffofligiga ishonch pastligi bilan bog‘liq holda kechmoqda.",oralig‘ida,2
26,https://kun.uz/uz/news/2022/11/30/parda-ortidagi-xususiylashtirish-yirik-aktivlar-qanday-qilib-ofshor-kompaniyalarga-otib-ketmoqda,2022-12-02 21:22:31.941432,"Oxirgi yillarda davlat korxonalarini xususiylashtirish zarurligi ko‘p bora ta’kidlandi. Chunki ular samarasiz, jamiyat uchun juda qimmatga tushadi va iqtisodiy o‘sishga salbiy ta’sir ko‘rsatadi. O‘zbekistonda 2021–2025 yillar oralig‘ida davlat ishtirokidagi korxonalar sonini 75 foizga qisqartirish maqsad qilingan. Ammo so‘nggi paytlarda bu mavzu markazidagi munozarali jihat sotuvlar shaffofligiga ishonch pastligi bilan bog‘liq holda kechmoqda.",davlat,19
27,https://kun.uz/uz/news/2022/11/30/parda-ortidagi-xususiylashtirish-yirik-aktivlar-qanday-qilib-ofshor-kompaniyalarga-otib-ketmoqda,2022-12-02 21:22:31.941432,"Oxirgi yillarda davlat korxonalarini xususiylashtirish zarurligi ko‘p bora ta’kidlandi. Chunki ular samarasiz, jamiyat uchun juda qimmatga tushadi va iqtisodiy o‘sishga salbiy ta’sir ko‘rsatadi. O‘zbekistonda 2021–2025 yillar oralig‘ida davlat ishtirokidagi korxonalar sonini 75 foizga qisqartirish maqsad qilingan. Ammo so‘nggi paytlarda bu mavzu markazidagi munozarali jihat sotuvlar shaffofligiga ishonch pastligi bilan bog‘liq holda kechmoqda.",ishtirokidagi,1
28,https://kun.uz/uz/news/2022/11/30/parda-ortidagi-xususiylashtirish-yirik-aktivlar-qanday-qilib-ofshor-kompaniyalarga-otib-ketmoqda,2022-12-02 21:22:31.957054,"Oxirgi yillarda davlat korxonalarini xususiylashtirish zarurligi ko‘p bora ta’kidlandi. Chunki ular samarasiz, jamiyat uchun juda qimmatga tushadi va iqtisodiy o‘sishga salbiy ta’sir ko‘rsatadi. O‘zbekistonda 2021–2025 yillar oralig‘ida davlat ishtirokidagi korxonalar sonini 75 foizga qisqartirish maqsad qilingan. Ammo so‘nggi paytlarda bu mavzu markazidagi munozarali jihat sotuvlar shaffofligiga ishonch pastligi bilan bog‘liq holda kechmoqda.",korxonalar,2
29,https://kun.uz/uz/news/2022/11/30/parda-ortidagi-xususiylashtirish-yirik-aktivlar-qanday-qilib-ofshor-kompaniyalarga-otib-ketmoqda,2022-12-02 21:22:31.957054,"Oxirgi yillarda davlat korxonalarini xususiylashtirish zarurligi ko‘p bora ta’kidlandi. Chunki ular samarasiz, jamiyat uchun juda qimmatga tushadi va iqtisodiy o‘sishga salbiy ta’sir ko‘rsatadi. O‘zbekistonda 2021–2025 yillar oralig‘ida davlat ishtirokidagi korxonalar sonini 75 foizga qisqartirish maqsad qilingan. Ammo so‘nggi paytlarda bu mavzu markazidagi munozarali jihat sotuvlar shaffofligiga ishonch pastligi bilan bog‘liq holda kechmoqda.",sonini,1
30,https://kun.uz/uz/news/2022/11/30/parda-ortidagi-xususiylashtirish-yirik-aktivlar-qanday-qilib-ofshor-kompaniyalarga-otib-ketmoqda,2022-12-02 21:22:31.957054,"Oxirgi yillarda davlat korxonalarini xususiylashtirish zarurligi ko‘p bora ta’kidlandi. Chunki ular samarasiz, jamiyat uchun juda qimmatga tushadi va iqtisodiy o‘sishga salbiy ta’sir ko‘rsatadi. O‘zbekistonda 2021–2025 yillar oralig‘ida davlat ishtirokidagi korxonalar sonini 75 foizga qisqartirish maqsad qilingan. Ammo so‘nggi paytlarda bu mavzu markazidagi munozarali jihat sotuvlar shaffofligiga ishonch pastligi bilan bog‘liq holda kechmoqda.",foizga,1
31,https://kun.uz/uz/news/2022/11/30/parda-ortidagi-xususiylashtirish-yirik-aktivlar-qanday-qilib-ofshor-kompaniyalarga-otib-ketmoqda,2022-12-02 21:22:31.957054,"Oxirgi yillarda davlat korxonalarini xususiylashtirish zarurligi ko‘p bora ta’kidlandi. Chunki ular samarasiz, jamiyat uchun juda qimmatga tushadi va iqtisodiy o‘sishga salbiy ta’sir ko‘rsatadi. O‘zbekistonda 2021–2025 yillar oralig‘ida davlat ishtirokidagi korxonalar sonini 75 foizga qisqartirish maqsad qilingan. Ammo so‘nggi paytlarda bu mavzu markazidagi munozarali jihat sotuvlar shaffofligiga ishonch pastligi bilan bog‘liq holda kechmoqda.",qisqartirish,1
32,https://kun.uz/uz/news/2022/11/30/parda-ortidagi-xususiylashtirish-yirik-aktivlar-qanday-qilib-ofshor-kompaniyalarga-otib-ketmoqda,2022-12-02 21:22:31.972682,"Oxirgi yillarda davlat korxonalarini xususiylashtirish zarurligi ko‘p bora ta’kidlandi. Chunki ular samarasiz, jamiyat uchun juda qimmatga tushadi va iqtisodiy o‘sishga salbiy ta’sir ko‘rsatadi. O‘zbekistonda 2021–2025 yillar oralig‘ida davlat ishtirokidagi korxonalar sonini 75 foizga qisqartirish maqsad qilingan. Ammo so‘nggi paytlarda bu mavzu markazidagi munozarali jihat sotuvlar shaffofligiga ishonch pastligi bilan bog‘liq holda kechmoqda.",maqsad,3
33,https://kun.uz/uz/news/2022/11/30/parda-ortidagi-xususiylashtirish-yirik-aktivlar-qanday-qilib-ofshor-kompaniyalarga-otib-ketmoqda,2022-12-02 21:22:31.972682,"Oxirgi yillarda davlat korxonalarini xususiylashtirish zarurligi ko‘p bora ta’kidlandi. Chunki ular samarasiz, jamiyat uchun juda qimmatga tushadi va iqtisodiy o‘sishga salbiy ta’sir ko‘rsatadi. O‘zbekistonda 2021–2025 yillar oralig‘ida davlat ishtirokidagi korxonalar sonini 75 foizga qisqartirish maqsad qilingan. Ammo so‘nggi paytlarda bu mavzu markazidagi munozarali jihat sotuvlar shaffofligiga ishonch pastligi bilan bog‘liq holda kechmoqda.",qilingan,2
34,https://kun.uz/uz/news/2022/11/30/parda-ortidagi-xususiylashtirish-yirik-aktivlar-qanday-qilib-ofshor-kompaniyalarga-otib-ketmoqda,2022-12-02 21:22:31.972682,"Oxirgi yillarda davlat korxonalarini xususiylashtirish zarurligi ko‘p bora ta’kidlandi. Chunki ular samarasiz, jamiyat uchun juda qimmatga tushadi va iqtisodiy o‘sishga salbiy ta’sir ko‘rsatadi. O‘zbekistonda 2021–2025 yillar oralig‘ida davlat ishtirokidagi korxonalar sonini 75 foizga qisqartirish maqsad qilingan. Ammo so‘nggi paytlarda bu mavzu markazidagi munozarali jihat sotuvlar shaffofligiga ishonch pastligi bilan bog‘liq holda kechmoqda.",Ammo,5
35,https://kun.uz/uz/news/2022/11/30/parda-ortidagi-xususiylashtirish-yirik-aktivlar-qanday-qilib-ofshor-kompaniyalarga-otib-ketmoqda,2022-12-02 21:22:31.972682,"Oxirgi yillarda davlat korxonalarini xususiylashtirish zarurligi ko‘p bora ta’kidlandi. Chunki ular samarasiz, jamiyat uchun juda qimmatga tushadi va iqtisodiy o‘sishga salbiy ta’sir ko‘rsatadi. O‘zbekistonda 2021–2025 yillar oralig‘ida davlat ishtirokidagi korxonalar sonini 75 foizga qisqartirish maqsad qilingan. Ammo so‘nggi paytlarda bu mavzu markazidagi munozarali jihat sotuvlar shaffofligiga ishonch pastligi bilan bog‘liq holda kechmoqda.",so‘nggi,3
36,https://kun.uz/uz/news/2022/11/30/parda-ortidagi-xususiylashtirish-yirik-aktivlar-qanday-qilib-ofshor-kompaniyalarga-otib-ketmoqda,2022-12-02 21:22:31.988305,"Oxirgi yillarda davlat korxonalarini xususiylashtirish zarurligi ko‘p bora ta’kidlandi. Chunki ular samarasiz, jamiyat uchun juda qimmatga tushadi va iqtisodiy o‘sishga salbiy ta’sir ko‘rsatadi. O‘zbekistonda 2021–2025 yillar oralig‘ida davlat ishtirokidagi korxonalar sonini 75 foizga qisqartirish maqsad qilingan. Ammo so‘nggi paytlarda bu mavzu markazidagi munozarali jihat sotuvlar shaffofligiga ishonch pastligi bilan bog‘liq holda kechmoqda.",paytlarda,1
37,https://kun.uz/uz/news/2022/11/30/parda-ortidagi-xususiylashtirish-yirik-aktivlar-qanday-qilib-ofshor-kompaniyalarga-otib-ketmoqda,2022-12-02 21:22:31.988305,"Oxirgi yillarda davlat korxonalarini xususiylashtirish zarurligi ko‘p bora ta’kidlandi. Chunki ular samarasiz, jamiyat uchun juda qimmatga tushadi va iqtisodiy o‘sishga salbiy ta’sir ko‘rsatadi. O‘zbekistonda 2021–2025 yillar oralig‘ida davlat ishtirokidagi korxonalar sonini 75 foizga qisqartirish maqsad qilingan. Ammo so‘nggi paytlarda bu mavzu markazidagi munozarali jihat sotuvlar shaffofligiga ishonch pastligi bilan bog‘liq holda kechmoqda.",bu,8
38,https://kun.uz/uz/news/2022/11/30/parda-ortidagi-xususiylashtirish-yirik-aktivlar-qanday-qilib-ofshor-kompaniyalarga-otib-ketmoqda,2022-12-02 21:22:31.988305,"Oxirgi yillarda davlat korxonalarini xususiylashtirish zarurligi ko‘p bora ta’kidlandi. Chunki ular samarasiz, jamiyat uchun juda qimmatga tushadi va iqtisodiy o‘sishga salbiy ta’sir ko‘rsatadi. O‘zbekistonda 2021–2025 yillar oralig‘ida davlat ishtirokidagi korxonalar sonini 75 foizga qisqartirish maqsad qilingan. Ammo so‘nggi paytlarda bu mavzu markazidagi munozarali jihat sotuvlar shaffofligiga ishonch pastligi bilan bog‘liq holda kechmoqda.",mavzu,1
